Department,Department Name,Division,Gender,Base Salary,2025 Overtime Pay,2025 Longevity Pay,Grade
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,82236,15969.35,0,T1
POL,Department of Police,POL 47 MSB Communications Division,M,75458.29,22786.4,0,19
COR,Correction and Rehabilitation,COR 42 MBHS Medical and Behavioral Health Services,F,79296,668.35,0,13
POL,Department of Police,POL 47 PSB 2nd District Patrol,M,75047,7725.5,0,P2
POL,Department of Police,POL 47 PSB 2nd District Patrol,M,84416,23535.53,0,P3
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,108822.59,0,0,N25
DPS,Department of Permitting Services,DPS 75 Customer Support,M,87949.11,0,0,17
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,M,134086,0,0,25
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,108638.39,235.04,0,N24
DEP,Department of Environmental Protection,DEP 80 Stormwater BMP Inspection and Maintenance,M,122603,0,0,23
DOT,Department of Transportation,DOT 50 Highway Services,M,72945.82,29215.21,0,N18
DPS,Department of Permitting Services,DPS 75 Commercial Electrical and FPS Inspections,M,108810.51,0,0,21
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,112166,0,0,21
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,96000,0,0,23
DPS,Department of Permitting Services,DPS 75 Customer Support,M,83943.75,1266.78,0,17
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OBP Network Operations Center (NOC),M,162314.44,0,0,N30
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,85662,24260.08,0,T1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,82236,12878.35,0,T1
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,M,77668,4683.27,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,85662,11193.28,0,T1
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 2 Security,M,73018,93194.38,0,C4
DPS,Department of Permitting Services,DPS 75 Residential Plan Review,M,107485.27,0,0,24
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,87666.3,3412.42,0,17
FIN,Department of Finance,FIN 32 General Accounting,F,112166,0,0,21
SHF,Sheriff's Office,SHF 48 Sheriff Domestic Violence,M,82382.71,1452.03,0,20
REC,Department of Recreation,REC 72 Countywide Programs,F,122603,0,0,N23
DOT,Department of Transportation,DOT 50 Transportation Management,M,146770,0,0,27
DPS,Department of Permitting Services,DPS 75 Commercial Structural and Complex Structures,M,96001.24,0,0,19
ABS,Alcohol Beverage Services,ABS 85 Clarksburg Village,M,62812.22,137.73,0,14
CCL,County Council,CCL 01 Council Central Staff,F,124683.64,0,0,N25
CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,F,98322,0,0,N18
DOT,Department of Transportation,DOT 50 Highway Services,M,63156.58,14088.71,0,15
ABS,Alcohol Beverage Services,ABS 85 Leisure World,F,45681.62,91.93,0,12
ABS,Alcohol Beverage Services,ABS 85 Burtonsville,M,40945.39,1060.93,0,12
REC,Department of Recreation,REC 72 Facilities Division,F,79761.99,0,0,16
CEC,Community Engagement Cluster,CEC 16 Community Partnerships,F,110555.36,0,0,23
DPS,Department of Permitting Services,DPS 75 Land Development Sediment Stormwater Plan Review,M,119303.32,0,0,24
ORE,Office of Racial Equity and Social Justice,ORE 25 Director's Office,F,45310.49,0,0,N21
HCA,Department of Housing and Community Affairs,HCA 76 Housing Code Enforcement,M,88139.48,0,0,21
HCA,Department of Housing and Community Affairs,HCA 76 Housing Code Enforcement,M,133681.48,0,0,N25
CEC,Community Engagement Cluster,CEC 16 Community Partnerships,F,57092.54,0,0,23
CEC,Community Engagement Cluster,CEC 16 Community Partnerships,F,57092.54,0,0,23
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,75029.61,0,0,20
CEC,Community Engagement Cluster,CEC 16 Community Partnerships,M,106624.29,0,0,23
COR,Correction and Rehabilitation,COR 42 MBHS Medical and Behavioral Health Services,F,122997.5,18876.84,0,24
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,99412.57,7582.89,0,23
OHR,Office of Human Resources,OHR 33 Classification and Compensation Team,M,158544.29,0,0,M3
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,155323.06,0,0,M3
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,26666.73,0,0,10
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,108865.01,0,0,24
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,M,29841.42,0,0,13
ABS,Alcohol Beverage Services,ABS 85 Beer Loading,M,56182.39,7324.24,0,12
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,M,174642,0,0,M3
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,M,73018,70993.94,0,C4
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,134086,0,0,N25
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,94945.17,0,0,N23
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,126127.9,0,0,24
FIN,Department of Finance,FIN 32 Tax Operations,F,82382.71,0,0,16
DPS,Department of Permitting Services,"DPS 75 Commercial Sustainability, Energy, and Mechanical",F,126177.44,0,0,24
OLO,Office of Legislative Oversight,OLO 03 Legislative Oversight Staff,F,115110.23,0,0,N26
CAT,County Attorney's Office,CAT 30 Support Services,F,77141.28,0,0,N15
COR,Correction and Rehabilitation,COR 42 DS MCDC Custody and Security,M,73018,30146.56,0,C4
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,108865.01,0,0,24
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,106740.92,0,0,24
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,111746.49,0,0,24
CEC,Community Engagement Cluster,CEC 16 Community Partnerships,F,106624.3,0,0,23
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,77668.18,17755.64,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,82236,34756.84,0,T1
DPS,Department of Permitting Services,DPS 75 Land Development Right-of-Way Inspection,M,112166,0,0,21
ABS,Alcohol Beverage Services,ABS 85 Kensington,M,42851.29,79.21,0,12
CEX,Offices of the County Executive,CEX 15 Business Advancement Team,M,128245.19,0,0,N25
DEP,Department of Environmental Protection,DEP 80 Stormwater BMP Inspection and Maintenance,M,122603,4007.66,0,23
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,75029.61,0,0,20
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,M,73018,21974.16,0,C4
OGM,Office of Grants Management,OGM 27 Office of Grants Management,F,119244.27,0,0,N25
CCL,County Council,CCL 01 Council Central Staff,F,134086,0,0,N25
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,85662,10669.89,0,T1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,F,85662,3925.35,0,T1
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,M,85662,16221.48,0,T1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,82236,5360.78,0,T1
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,F,85662,20073.03,0,T1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,85662,16147.77,0,T1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,82236,8990.22,0,T1
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,58354.32,0,0,16
FRS,Fire and Rescue Services,FRS 45 Station 40,M,74829,0,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 2,M,78571,21079.19,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 34,M,78571,8164.46,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 8,F,72301,38.48,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 23,M,74829,30287.29,0,F2
FRS,Fire and Rescue Services,FRS 45 Field Operations Administration,M,36150,420.83,0,F2P
FRS,Fire and Rescue Services,FRS 45 Station 15,M,74829,6397.28,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 25,M,78571,38671.16,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 24,M,74829,521.42,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 33,M,74829,26678.15,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 32,M,78571,69428.41,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 7,M,74829,100.48,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 25,M,74829,548.46,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 29,M,78571,3789.83,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 12,M,74829,56914.35,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 33,M,78571,20896.92,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 32,M,78571,19900.44,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 40,M,78571,26644.03,0,F3
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,56380.99,0,0,16
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 CIO Project Management Staff,M,176156,0,0,N31
ABS,Alcohol Beverage Services,ABS 85 White Oak,M,28551.01,0,0,12
DPS,Department of Permitting Services,DPS 75 Customer Support,M,85003.43,72.32,0,15
ABS,Alcohol Beverage Services,ABS 85 Silver Spring,M,28551.01,321.8,0,12
DEP,Department of Environmental Protection,DEP 80 Stormwater BMP Inspection and Maintenance,M,119448.82,12044.47,0,23
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,F,79633,19515.61,0,C5
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,M,122603,0,0,23
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,106740.92,0,0,24
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,108865.01,0,0,24
POL,Department of Police,POL 47 PSB 3rd District Patrol,M,100263,21657.16,0,P3
FRS,Fire and Rescue Services,FRS 45 Station 33,M,78571,23924.42,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 8,M,78571,8499.45,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 18,M,78571,8091.95,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 25,M,74829,505,0,F2
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,82236.23,8334.64,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,77668.18,15396.62,0,T1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,82236.23,12781.1,0,T1
FRS,Fire and Rescue Services,FRS 45 Station 21,M,74829,1083.65,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 21,M,74829,1599.16,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 25,M,78571,1625.2,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 21,M,74829,13734.97,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 22,M,74829,8536.52,0,F2
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,26667.36,0,0,10
CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,79762,1332.85,0,16
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,M,79296,0,0,13
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,100820.77,2049.88,0,24
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,71658.2,15713.17,0,15
REC,Department of Recreation,REC 72 Facilities Division,M,67925,0,0,18
POL,Department of Police,POL 47 PSB 4th District Patrol,M,84416,15241.57,0,P3
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,105265.62,1410.01,0,23
DPS,Department of Permitting Services,DPS 75 Land Development Sediment Stormwater Plan Review,M,116520.42,630.61,0,24
DPS,Department of Permitting Services,DPS 75 Residential Inspections,M,106025.2,0,0,23
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,26666.72,0,0,10
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,M,122029.4,0,0,N26
CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,M,210000,0,0,EX3
ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,57102.02,3949.38,0,10
FRS,Fire and Rescue Services,FRS 45 Station 40,M,74829,11365.2,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 32,M,74829,1514.98,0,F2
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Loading,M,57102.01,2037.83,0,12
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,128198,99953.97,0,24
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,98322,52690.83,0,18
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,107193.72,0,0,24
BOE,Board of Elections,BOE 24 Registration Services,M,76207.01,0,0,16
OHR,Office of Human Resources,OHR 33 Equal Employment Opportunity & Diversity,M,95261.64,0,0,N22
DPS,Department of Permitting Services,DPS 75 Land Development Sediment Stormwater Plan Review,F,140274,0,0,26
REC,Department of Recreation,REC 72 Youth Development Youth Services,M,88349.05,0,0,21
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,118307.6,0,0,24
DGS,Department of General Services,DGS 36 Fleet Management Fleet Services,M,117252,6489.63,0,N22
FIN,Department of Finance,FIN 32 Division of Fiscal Management,M,168264,0,0,N30
ABS,Alcohol Beverage Services,ABS 85 Goshen Crossing,M,45681.62,3947.33,0,12
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,M,73018,21291.28,0,C4
CEC,Community Engagement Cluster,CEC 16 Community Partnerships,M,55277.69,0,0,23
DGS,Department of General Services,DGS 36 Central Duplicating,M,72898,331.8,0,11
REC,Department of Recreation,REC 72 Senior Programs,F,122603,0,0,N23
COR,Correction and Rehabilitation,COR 42 DS MCDC Custody and Security,F,79633,35827.47,0,C5
DOT,Department of Transportation,DOT 50 Parking Management Parking Operations,M,66164.03,0,0,15
FRS,Fire and Rescue Services,FRS 45 Station 1,F,74829,1273.45,0,F2
ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,69234.98,0,0,15
DPS,Department of Permitting Services,DPS 75 Residential Inspections,M,109196.25,1074.54,0,23
FRS,Fire and Rescue Services,FRS 45 Station 31,M,78571,24907.19,0,F3
DGS,Department of General Services,DGS 36 Building Design and Construction,M,122603,1888.51,0,23
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,112334.66,0,0,N23
CAT,County Attorney's Office,CAT 30 Health and Human Services,F,156927.84,0,0,N32
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,25764.95,0,0,10
DGS,Department of General Services,DGS 36 Building Design and Construction,M,122603,0,0,23
FRS,Fire and Rescue Services,FRS 45 Fleet Support,M,115737.21,0,0,N25
POL,Department of Police,POL 47 FSB Security Services Division,M,86352,13538.46,0,15
CEX,Offices of the County Executive,CEX 15 County Executive's Office,F,115391.11,0,0,N22
POL,Department of Police,POL 47 PSB 3rd District Community Action Team,M,81559,54971.68,0,P3
POL,Department of Police,POL 47 PSB 3rd District Patrol,F,81559,1982.18,0,P3
POL,Department of Police,POL 47 PSB 6th District Patrol,M,75047,4723.95,0,P2
POL,Department of Police,POL 47 PSB 4th District Patrol,F,81559,13704.5,0,P3
POL,Department of Police,POL 47 PSB 4th District Patrol,M,69157,0,0,P2
POL,Department of Police,POL 47 PSB 4th District Patrol,F,81559,5474.83,0,P3
POL,Department of Police,POL 47 PSB 4th District Patrol,M,81559,23924.05,0,P3
SHF,Sheriff's Office,SHF 48 Warrant Section,F,76981,2412.08,0,G3
DPS,Department of Permitting Services,DPS 75 Land Development Right-of-Way Inspection,M,84104.43,9669.36,0,19
ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,51529.88,81.4,0,10
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,25764.95,0,0,10
SHF,Sheriff's Office,SHF 48 Evictions,M,76981,472.17,0,G3
DOT,Department of Transportation,DOT 50 Transportation Construction Section,M,147494.6,0,0,28
POL,Department of Police,POL 47 PSB 6th District Patrol,F,81559,6341.5,0,P3
POL,Department of Police,POL 47 PSB 4th District Patrol,M,81559,2908.6,0,P3
ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,51529.88,2323.43,0,10
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,96113.23,1762.84,0,23
CEC,Community Engagement Cluster,CEC 16 Gilchrist Center,F,34187.26,11.97,0,13
LIB,Department of Public Libraries,LIB 71 Davis Library,F,28925.04,0,0,13
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,108203.49,0,0,24
FIN,Department of Finance,FIN 32 Treasury Operations,M,90149,1803.77,0,16
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,83757.81,0,0,18
